user_id,name,email,role
cbe91d0c-aecd-46cf-a9f2-9dca5cc6c916,Carrie Quinn,cquinn@tamu.edu,Tech Staff
9ab66df4-2898-4406-847d-ee454961f771,Mrs. Lisa Weiss,mlisa@tamu.edu,Testing Staff
f02ad7fe-9196-47bf-b76f-2ca98c3c91c0,Ronald Davis,rdavis@tamu.edu,Tech Staff
daa73a57-2c03-4551-8c07-598533f3c791,Carl Kelly,ckelly@tamu.edu,Coordinator
7c73e040-1574-43f6-978a-d0828334ff82,Scott Mcdaniel,smcdaniel@tamu.edu,Tech Staff
1845ed8c-c806-416f-b054-4ad21c0b5c18,Andrew Warren,awarren@tamu.edu,Tech Staff
7617cd14-3bc6-4d3c-af4a-97697e5d2ccb,John Nichols,jnichols@tamu.edu,Testing Staff
d7612934-cfd6-4a24-ad3a-b9ad84f1709b,Alexandria Navarro,anavarro@tamu.edu,Admin
c69fe59d-6516-4687-89fe-849bc5267c26,Megan Brown,mbrown@tamu.edu,Admin
eea2393d-ad77-4f35-9608-5baa05d2abb6,Reginald Brown,rbrown@tamu.edu,Coordinator
f991b5a0-15d3-4c9f-994b-1e65942cea4b,Joseph Lozano,jlozano@tamu.edu,Coordinator
708b2e3d-8dca-42cc-854b-8a6d8d3e949f,Cameron Ramirez,cramirez@tamu.edu,Testing Staff
3766d2f6-0704-4d7b-90ef-7195a26c9ce0,Pamela Miller,pmiller@tamu.edu,Admin
7ab6eaa9-9b99-4d0d-b7f1-7141d3c24610,George Fitzgerald,gfitzgerald@tamu.edu,Tech Staff
ff8c42b7-f031-455e-bb72-527339a90366,Russell Diaz,rdiaz@tamu.edu,Tech Staff
981f5833-1968-4da4-b0c0-d91375a00b59,Brandon Nguyen,bnguyen@tamu.edu,Admin
24629cdd-ca90-472b-a267-a736abf0d2a1,Breanna Gallegos,bgallegos@tamu.edu,Admin
